trade_number,buy_entry_time,buy_entry_price,buy_entry_signal,clock,trade,class,side,q,tim,tm,sp,tp,ref,risk,s60,r1,r2,r60,rg60,ef60,al,wc,cp,pdl,pwl,dh,dl,wh,wl,pdr,pwr,r30,gate,route,buy_exit_time,buy_exit_signal,buy_exit_price,buy_net,buy_commission,sell_entry_time,sell_entry_price,sell_entry_signal,sell_exit_time,sell_exit_signal,sell_exit_price,sell_net,sell_commission,entry_time,label,pair_net,year,month,day_of_week,hour_minute,route_class
463,2021-02-11 18:00:00,13711.5,NQ09B|clock20210211|trade20210212|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref13710.25|r300.073|gate.06|risk59.00|s60CHOP|r1-0.047|r2-0.018|r60-0.064|rg600.099|ef600.94|al1|wc0.586|cp60.1|pdl0.766|pwl1.079|dh0.238|dl0.781|wh0.29|wl3.967,20210211.0,20210212.0,DAILY_REOPEN,BUY,1.0,18:00,D80,1.0,8.0,13710.25,59.0,CHOP,-0.047,-0.018,-0.064,0.099,0.94,1.0,0.586,60.1,0.766,1.079,0.238,0.781,0.29,3.967,,,0.073,0.06,IMM1800_WEAK,2021-02-11 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,13710.25,-29.5,4.5,2021-02-11 18:00:00,13711.0,NQ09B|clock20210211|trade20210212|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref13710.25|r300.073|gate.06|risk59.00|s60CHOP|r1-0.047|r2-0.018|r60-0.064|rg600.099|ef600.94|al1|wc0.586|cp60.1|pdl0.766|pwl1.079|dh0.238|dl0.781|wh0.29|wl3.967,2021-02-11 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,13712.25,-29.5,4.5,2021-02-11 18:00:00,SKIP,-59.0,2021,2021-02,Thursday,18:00,WEEKDAY_WEAK
464,2021-02-12 09:30:00,13693.75,NQ09B|clock20210212|trade20210212|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13693.00|risk118.00|s60NORMAL|r10.034|r2-0.094|r60-0.061|rg600.111|ef600.468|al0|wc0.226|cp56.1|pdl0.613|pwl1.06|dh0.212|dl0.336|wh0.228|wl4.033,20210212.0,20210212.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,13693.0,118.0,NORMAL,0.034,-0.094,-0.061,0.111,0.468,0.0,0.226,56.1,0.613,1.06,0.212,0.336,0.228,4.033,,,,,,2021-02-12 09:30:00,NQ09B BUY NY STOP,13692.5,-59.0,9.0,2021-02-12 09:30:00,13693.25,NQ09B|clock20210212|trade20210212|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13693.00|risk118.00|s60NORMAL|r10.034|r2-0.094|r60-0.061|rg600.111|ef600.468|al0|wc0.226|cp56.1|pdl0.613|pwl1.06|dh0.212|dl0.336|wh0.228|wl4.033,2021-02-12 09:30:00,NQ09B SELL NY STOP,13694.5,-59.0,9.0,2021-02-12 09:30:00,SKIP,-118.0,2021,2021-02,Friday,09:30,NY
465,2021-02-14 18:00:00,13829.75,NQ09B|clock20210214|trade20210215|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref13820.75|pdr0.28|pwr3.128|r300.053|gate.06|risk118.00|s60NORMAL|r10.03|r20.047|r600.072|rg600.089|ef600.873|al1|wc0.362|cp65.1|pdl1.587|pwl1.2|dh0.322|dl0.87|wh0.761|wl4.566,20210214.0,20210215.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,8.0,13820.75,118.0,NORMAL,0.03,0.047,0.072,0.089,0.873,1.0,0.362,65.1,1.587,1.2,0.322,0.87,0.761,4.566,0.28,3.128,0.053,0.06,,2021-02-14 18:00:00,NQ09B BUY WEEKLY W80,13837.75,311.0,9.0,2021-02-14 18:00:00,13829.25,NQ09B|clock20210214|trade20210215|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref13820.75|pdr0.28|pwr3.128|r300.053|gate.06|risk118.00|s60NORMAL|r10.03|r20.047|r600.072|rg600.089|ef600.873|al1|wc0.362|cp65.1|pdl1.587|pwl1.2|dh0.322|dl0.87|wh0.761|wl4.566,2021-02-14 18:00:00,NQ09B SELL WEEKLY STOP,13830.5,-59.0,9.0,2021-02-14 18:00:00,BUY,252.0,2021,2021-02,Sunday,18:00,WEEKLY
466,2021-02-15 09:30:00,13851.0,NQ09B|clock20210215|trade20210215|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13851.00|risk118.00|s60CHOP|r10.026|r20.004|r600.031|rg600.048|ef601|al1|wc0.517|cp81.1|pdl1.173|pwl1.1|dh0.129|dl0.873|wh0.129|wl1.423,20210215.0,20210215.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,13851.0,118.0,CHOP,0.026,0.004,0.031,0.048,1.0,1.0,0.517,81.1,1.173,1.1,0.129,0.873,0.129,1.423,,,,,,2021-02-15 09:30:00,NQ09B BUY NY STOP,13849.75,-59.0,9.0,2021-02-15 09:30:00,13850.5,NQ09B|clock20210215|trade20210215|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13851.00|risk118.00|s60CHOP|r10.026|r20.004|r600.031|rg600.048|ef601|al1|wc0.517|cp81.1|pdl1.173|pwl1.1|dh0.129|dl0.873|wh0.129|wl1.423,2021-02-15 09:30:00,NQ09B SELL NY STOP,13851.75,-59.0,9.0,2021-02-15 09:30:00,SKIP,-118.0,2021,2021-02,Monday,09:30,NY
467,2021-02-15 18:00:00,13872.75,NQ09B|clock20210215|trade20210216|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref13872.00|r300.076|gate.06|risk59.00|s60NORMAL|r10.037|r20.018|r600.054|rg600.09|ef600.962|al1|wc0.469|cp64.1|pdl1.293|pwl1.169|dh0.218|dl0.962|wh0.218|wl1.513,20210215.0,20210216.0,DAILY_REOPEN,BUY,1.0,18:00,D80,1.0,8.0,13872.0,59.0,NORMAL,0.037,0.018,0.054,0.09,0.962,1.0,0.469,64.1,1.293,1.169,0.218,0.962,0.218,1.513,,,0.076,0.06,IMM1800_WEAK,2021-02-15 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,13871.5,-29.5,4.5,2021-02-15 18:00:00,13872.25,NQ09B|clock20210215|trade20210216|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref13872.00|r300.076|gate.06|risk59.00|s60NORMAL|r10.037|r20.018|r600.054|rg600.09|ef600.962|al1|wc0.469|cp64.1|pdl1.293|pwl1.169|dh0.218|dl0.962|wh0.218|wl1.513,2021-02-15 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,13873.5,-29.5,4.5,2021-02-15 18:00:00,SKIP,-59.0,2021,2021-02,Monday,18:00,WEEKDAY_WEAK
468,2021-02-16 09:30:00,13836.0,NQ09B|clock20210216|trade20210216|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13835.75|risk118.00|s60EXPANSION|r1-0.07|r2-0.084|r60-0.152|rg600.184|ef600.973|al1|wc0.268|cp26.1|pdl1.086|pwl1.049|dh0.064|dl0.808|wh0.064|wl1.358,20210216.0,20210216.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,13835.75,118.0,EXPANSION,-0.07,-0.084,-0.152,0.184,0.973,1.0,0.268,26.1,1.086,1.049,0.064,0.808,0.064,1.358,,,,,,2021-02-16 09:30:00,NQ09B BUY NY STOP,13834.75,-59.0,9.0,2021-02-16 09:30:00,13835.5,NQ09B|clock20210216|trade20210216|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13835.75|risk118.00|s60EXPANSION|r1-0.07|r2-0.084|r60-0.152|rg600.184|ef600.973|al1|wc0.268|cp26.1|pdl1.086|pwl1.049|dh0.064|dl0.808|wh0.064|wl1.358,2021-02-16 09:30:00,NQ09B SELL NY N130 TP2,13822.75,501.0,9.0,2021-02-16 09:30:00,SELL,442.0,2021,2021-02,Tuesday,09:30,NY
469,2021-02-17 09:30:00,13638.75,NQ09B|clock20210217|trade20210217|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13638.50|risk118.00|s60SHOCK|r1-0.164|r2-0.176|r60-0.345|rg600.439|ef601|al1|wc0.407|cp0.1|pdl-0.42|pwl0.4|dh1.133|dl0.335|wh0.788|wl0.527,20210217.0,20210217.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,13638.5,118.0,SHOCK,-0.164,-0.176,-0.345,0.439,1.0,1.0,0.407,0.1,-0.42,0.4,1.133,0.335,0.788,0.527,,,,,,2021-02-17 09:30:00,NQ09B BUY NY N130 TP2,13651.5,501.0,9.0,2021-02-17 09:30:00,13638.25,NQ09B|clock20210217|trade20210217|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13638.50|risk118.00|s60SHOCK|r1-0.164|r2-0.176|r60-0.345|rg600.439|ef601|al1|wc0.407|cp0.1|pdl-0.42|pwl0.4|dh1.133|dl0.335|wh0.788|wl0.527,2021-02-17 09:30:00,NQ09B SELL NY STOP,13639.5,-59.0,9.0,2021-02-17 09:30:00,BUY,442.0,2021,2021-02,Wednesday,09:30,NY
470,2021-02-18 09:30:00,13544.5,NQ09B|clock20210218|trade20210218|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13544.00|risk118.00|s60EXPANSION|r1-0.074|r2-0.128|r60-0.201|rg600.3|ef600.989|al1|wc0.409|cp0.1|pdl0.004|pwl0.09|dh1.039|dl0.004|wh1.193|wl0.117,20210218.0,20210218.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,13544.0,118.0,EXPANSION,-0.074,-0.128,-0.201,0.3,0.989,1.0,0.409,0.1,0.004,0.09,1.039,0.004,1.193,0.117,,,,,,2021-02-18 09:30:00,NQ09B BUY NY STOP,13543.25,-59.0,9.0,2021-02-18 09:30:00,13544.0,NQ09B|clock20210218|trade20210218|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13544.00|risk118.00|s60EXPANSION|r1-0.074|r2-0.128|r60-0.201|rg600.3|ef600.989|al1|wc0.409|cp0.1|pdl0.004|pwl0.09|dh1.039|dl0.004|wh1.193|wl0.117,2021-02-18 09:30:00,NQ09B SELL NY STOP,13545.25,-59.0,9.0,2021-02-18 09:30:00,SKIP,-118.0,2021,2021-02,Thursday,09:30,NY
471,2021-02-19 09:30:00,13695.75,NQ09B|clock20210219|trade20210219|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13695.50|risk118.00|s60NORMAL|r1-0.131|r20.024|r60-0.108|rg600.153|ef600.697|al0|wc0.28|cp39.1|pdl0.891|pwl0.588|dh0.119|dl0.974|wh0.536|wl0.765,20210219.0,20210219.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,13695.5,118.0,NORMAL,-0.131,0.024,-0.108,0.153,0.697,0.0,0.28,39.1,0.891,0.588,0.119,0.974,0.536,0.765,,,,,,2021-02-19 09:30:00,NQ09B BUY NY STOP,13694.5,-59.0,9.0,2021-02-19 09:30:00,13695.25,NQ09B|clock20210219|trade20210219|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13695.50|risk118.00|s60NORMAL|r1-0.131|r20.024|r60-0.108|rg600.153|ef600.697|al0|wc0.28|cp39.1|pdl0.891|pwl0.588|dh0.119|dl0.974|wh0.536|wl0.765,2021-02-19 09:30:00,NQ09B SELL NY STOP,13696.5,-59.0,9.0,2021-02-19 09:30:00,SKIP,-118.0,2021,2021-02,Friday,09:30,NY
472,2021-02-21 18:00:00,13585.25,NQ09B|clock20210221|trade20210222|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref13573.00|pdr-0.285|pwr0.775|r300.06|gate.06|risk118.00|s60CHOP|r10.009|r2-0.039|r60-0.021|rg600.094|ef600.385|al0|wc0.694|cp62.1|pdl0.411|pwl0.185|dh0.643|dl0.449|wh1.06|wl0.241,20210221.0,20210222.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,8.0,13573.0,118.0,CHOP,0.009,-0.039,-0.021,0.094,0.385,0.0,0.694,62.1,0.411,0.185,0.643,0.449,1.06,0.241,-0.285,0.775,0.06,0.06,,2021-02-21 18:00:00,NQ09B BUY WEEKLY W80,13593.25,311.0,9.0,2021-02-21 18:00:00,13584.75,NQ09B|clock20210221|trade20210222|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref13573.00|pdr-0.285|pwr0.775|r300.06|gate.06|risk118.00|s60CHOP|r10.009|r2-0.039|r60-0.021|rg600.094|ef600.385|al0|wc0.694|cp62.1|pdl0.411|pwl0.185|dh0.643|dl0.449|wh1.06|wl0.241,2021-02-21 18:00:00,NQ09B SELL WEEKLY STOP,13586.0,-59.0,9.0,2021-02-21 18:00:00,BUY,252.0,2021,2021-02,Sunday,18:00,WEEKLY
473,2021-02-22 09:30:00,13391.5,NQ09B|clock20210222|trade20210222|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13390.50|risk118.00|s60CHOP|r1-0.102|r20.109|r600.008|rg600.234|ef600.036|al0|wc0.426|cp6.1|pdl-0.743|pwl-0.179|dh1.466|dl0.625|wh2.209|wl0.336,20210222.0,20210222.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,13390.5,118.0,CHOP,-0.102,0.109,0.008,0.234,0.036,0.0,0.426,6.1,-0.743,-0.179,1.466,0.625,2.209,0.336,,,,,,2021-02-22 09:30:00,NQ09B BUY NY N130 TP2,13404.25,501.0,9.0,2021-02-22 09:30:00,13391.0,NQ09B|clock20210222|trade20210222|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13390.50|risk118.00|s60CHOP|r1-0.102|r20.109|r600.008|rg600.234|ef600.036|al0|wc0.426|cp6.1|pdl-0.743|pwl-0.179|dh1.466|dl0.625|wh2.209|wl0.336,2021-02-22 09:30:00,NQ09B SELL NY STOP,13392.25,-59.0,9.0,2021-02-22 09:30:00,BUY,442.0,2021,2021-02,Monday,09:30,NY
474,2021-02-23 09:30:00,13001.25,NQ09B|clock20210223|trade20210223|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13000.50|risk118.00|s60CHOP|r1-0.082|r20.074|r60-0.007|rg600.219|ef600.046|al0|wc0.629|cp12.1|pdl-0.518|pwl-1.081|dh2.576|dl0.879|wh3.689|wl1.916,20210223.0,20210223.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,13000.5,118.0,CHOP,-0.082,0.074,-0.007,0.219,0.046,0.0,0.629,12.1,-0.518,-1.081,2.576,0.879,3.689,1.916,,,,,,2021-02-23 09:30:00,NQ09B BUY NY N130 TP2,13014.0,501.0,9.0,2021-02-23 09:30:00,13000.75,NQ09B|clock20210223|trade20210223|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13000.50|risk118.00|s60CHOP|r1-0.082|r20.074|r60-0.007|rg600.219|ef600.046|al0|wc0.629|cp12.1|pdl-0.518|pwl-1.081|dh2.576|dl0.879|wh3.689|wl1.916,2021-02-23 09:30:00,NQ09B SELL NY STOP,13002.0,-59.0,9.0,2021-02-23 09:30:00,BUY,442.0,2021,2021-02,Tuesday,09:30,NY
475,2021-02-23 18:00:00,13171.0,NQ09B|clock20210223|trade20210224|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref13157.50|r300.093|gate.06|risk118.00|s60EXPANSION|r1-0.002|r2-0.137|r60-0.128|rg600.198|ef600.85|al1|wc0.502|cp21.1|pdl-0.139|pwl-0.718|dh1.933|dl0.236|wh3.046|wl1.273,20210223.0,20210224.0,DAILY_REOPEN,BUY,2.0,18:00,D80,1.0,8.0,13157.5,118.0,EXPANSION,-0.002,-0.137,-0.128,0.198,0.85,1.0,0.502,21.1,-0.139,-0.718,1.933,0.236,3.046,1.273,,,0.093,0.06,IMM1800_PREMIUM,2021-02-23 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,13169.75,-59.0,9.0,2021-02-23 18:00:00,13170.5,NQ09B|clock20210223|trade20210224|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref13157.50|r300.093|gate.06|risk118.00|s60EXPANSION|r1-0.002|r2-0.137|r60-0.128|rg600.198|ef600.85|al1|wc0.502|cp21.1|pdl-0.139|pwl-0.718|dh1.933|dl0.236|wh3.046|wl1.273,2021-02-23 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,13171.75,-59.0,9.0,2021-02-23 18:00:00,SKIP,-118.0,2021,2021-02,Tuesday,18:00,WEEKDAY_PREMIUM
476,2021-02-24 09:30:00,13074.0,NQ09B|clock20210224|trade20210224|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13074.50|risk118.00|s60SHOCK|r1-0.043|r2-0.533|r60-0.576|rg600.737|ef601|al1|wc0.4|cp0.1|pdl0.548|pwl-0.91|dh0.975|dl1.184|wh3.084|wl1.469,20210224.0,20210224.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,13074.5,118.0,SHOCK,-0.043,-0.533,-0.576,0.737,1.0,1.0,0.4,0.1,0.548,-0.91,0.975,1.184,3.084,1.469,,,,,,2021-02-24 09:30:00,NQ09B BUY NY STOP,13072.75,-59.0,9.0,2021-02-24 09:30:00,13073.5,NQ09B|clock20210224|trade20210224|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13074.50|risk118.00|s60SHOCK|r1-0.043|r2-0.533|r60-0.576|rg600.737|ef601|al1|wc0.4|cp0.1|pdl0.548|pwl-0.91|dh0.975|dl1.184|wh3.084|wl1.469,2021-02-24 09:30:00,NQ09B SELL NY STOP,13074.75,-59.0,9.0,2021-02-24 09:30:00,SKIP,-118.0,2021,2021-02,Wednesday,09:30,NY
477,2021-02-24 18:00:00,13305.0,NQ09B|clock20210224|trade20210225|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref13314.00|r300.08|gate.06|risk59.00|s60CHOP|r1-0.065|r20.127|r600.07|rg600.174|ef600.349|al0|wc0.195|cp31.1|pdl0.962|pwl-0.356|dh0.081|dl2.079|wh2.19|wl0.575,20210224.0,20210225.0,DAILY_REOPEN,BUY,1.0,18:00,D80,1.0,8.0,13314.0,59.0,CHOP,-0.065,0.127,0.07,0.174,0.349,0.0,0.195,31.1,0.962,-0.356,0.081,2.079,2.19,0.575,,,0.08,0.06,IMM1800_WEAK,2021-02-24 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,13303.75,-29.5,4.5,2021-02-24 18:00:00,13304.5,NQ09B|clock20210224|trade20210225|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref13314.00|r300.08|gate.06|risk59.00|s60CHOP|r1-0.065|r20.127|r600.07|rg600.174|ef600.349|al0|wc0.195|cp31.1|pdl0.962|pwl-0.356|dh0.081|dl2.079|wh2.19|wl0.575,2021-02-24 18:00:00,NQ09B SELL WEEKDAY 1800 D80,13296.5,155.5,4.5,2021-02-24 18:00:00,SELL,126.0,2021,2021-02,Wednesday,18:00,WEEKDAY_WEAK
478,2021-02-25 09:30:00,13181.0,NQ09B|clock20210225|trade20210225|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13180.25|risk118.00|s60CHOP|r1-0.073|r20.122|r600.048|rg600.247|ef600.247|al0|wc0.516|cp1.1|pdl0.591|pwl-0.665|dh0.558|dl0.807|wh2.614|wl1.044,20210225.0,20210225.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,13180.25,118.0,CHOP,-0.073,0.122,0.048,0.247,0.247,0.0,0.516,1.1,0.591,-0.665,0.558,0.807,2.614,1.044,,,,,,2021-02-25 09:30:00,NQ09B BUY NY STOP,13179.75,-59.0,9.0,2021-02-25 09:30:00,13180.5,NQ09B|clock20210225|trade20210225|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13180.25|risk118.00|s60CHOP|r1-0.073|r20.122|r600.048|rg600.247|ef600.247|al0|wc0.516|cp1.1|pdl0.591|pwl-0.665|dh0.558|dl0.807|wh2.614|wl1.044,2021-02-25 09:30:00,NQ09B SELL NY STOP,13181.75,-59.0,9.0,2021-02-25 09:30:00,SKIP,-118.0,2021,2021-02,Thursday,09:30,NY
479,2021-02-25 18:00:00,12802.75,NQ09B|clock20210225|trade20210226|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref12788.00|r300.21|gate.06|risk118.00|s60SHOCK|r1-0.158|r20.022|r60-0.138|rg600.368|ef600.76|al0|wc0.588|cp0.1|pdl-0.452|pwl-1.572|dh1.981|dl0.617|wh4.037|wl2.468,20210225.0,20210226.0,DAILY_REOPEN,BUY,2.0,18:00,D80,1.0,8.0,12788.0,118.0,SHOCK,-0.158,0.022,-0.138,0.368,0.76,0.0,0.588,0.1,-0.452,-1.572,1.981,0.617,4.037,2.468,,,0.21,0.06,IMM1800_PREMIUM,2021-02-25 18:00:00,NQ09B BUY WEEKDAY 1800 D80,12810.75,311.0,9.0,2021-02-25 18:00:00,12802.25,NQ09B|clock20210225|trade20210226|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref12788.00|r300.21|gate.06|risk118.00|s60SHOCK|r1-0.158|r20.022|r60-0.138|rg600.368|ef600.76|al0|wc0.588|cp0.1|pdl-0.452|pwl-1.572|dh1.981|dl0.617|wh4.037|wl2.468,2021-02-25 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,12803.5,-59.0,9.0,2021-02-25 18:00:00,BUY,252.0,2021,2021-02,Thursday,18:00,WEEKDAY_PREMIUM
480,2021-02-26 09:30:00,12953.0,NQ09B|clock20210226|trade20210226|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12952.50|risk118.00|s60SHOCK|r1-0.013|r20.279|r600.265|rg600.386|ef600.903|al0|wc0.488|cp0.1|pdl0.32|pwl-1.192|dh1.346|dl0.633|wh3.181|wl1.73,20210226.0,20210226.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,12952.5,118.0,SHOCK,-0.013,0.279,0.265,0.386,0.903,0.0,0.488,0.1,0.32,-1.192,1.346,0.633,3.181,1.73,,,,,,2021-02-26 09:30:00,NQ09B BUY NY STOP,12951.75,-59.0,9.0,2021-02-26 09:30:00,12952.5,NQ09B|clock20210226|trade20210226|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref12952.50|risk118.00|s60SHOCK|r1-0.013|r20.279|r600.265|rg600.386|ef600.903|al0|wc0.488|cp0.1|pdl0.32|pwl-1.192|dh1.346|dl0.633|wh3.181|wl1.73,2021-02-26 09:30:00,NQ09B SELL NY N130 TP2,12939.75,501.0,9.0,2021-02-26 09:30:00,SELL,442.0,2021,2021-02,Friday,09:30,NY
481,2021-02-28 18:00:00,12957.75,NQ09B|clock20210228|trade20210301|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref12905.75|pdr-1.587|pwr-0.851|r300.117|gate.06|risk118.00|s60CHOP|r10.053|r2-0.01|r600.042|rg600.234|ef600.658|al0|wc0.821|cp6.1|pdl0.24|pwl-1.3|dh1.503|dl0.476|wh3.338|wl1.887,20210228.0,20210301.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,8.0,12905.75,118.0,CHOP,0.053,-0.01,0.042,0.234,0.658,0.0,0.821,6.1,0.24,-1.3,1.503,0.476,3.338,1.887,-1.587,-0.851,0.117,0.06,,2021-02-28 18:00:00,NQ09B BUY WEEKLY STOP,12956.5,-59.0,9.0,2021-02-28 18:00:00,12957.25,NQ09B|clock20210228|trade20210301|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref12905.75|pdr-1.587|pwr-0.851|r300.117|gate.06|risk118.00|s60CHOP|r10.053|r2-0.01|r600.042|rg600.234|ef600.658|al0|wc0.821|cp6.1|pdl0.24|pwl-1.3|dh1.503|dl0.476|wh3.338|wl1.887,2021-02-28 18:00:00,NQ09B SELL WEEKLY STOP,12958.5,-59.0,9.0,2021-02-28 18:00:00,SKIP,-118.0,2021,2021-02,Sunday,18:00,WEEKLY
482,2021-03-01 09:30:00,13099.5,NQ09B|clock20210301|trade20210301|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13099.00|risk118.00|s60EXPANSION|r10.084|r20.055|r600.138|rg600.229|ef600.988|al1|wc0.538|cp8.1|pdl1.022|pwl0.452|dh0.031|dl1.422|wh1.725|wl1.422,20210301.0,20210301.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,13099.0,118.0,EXPANSION,0.084,0.055,0.138,0.229,0.988,1.0,0.538,8.1,1.022,0.452,0.031,1.422,1.725,1.422,,,,,,2021-03-01 09:30:00,NQ09B BUY NY N130 TP2,13112.25,501.0,9.0,2021-03-01 09:30:00,13099.0,NQ09B|clock20210301|trade20210301|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13099.00|risk118.00|s60EXPANSION|r10.084|r20.055|r600.138|rg600.229|ef600.988|al1|wc0.538|cp8.1|pdl1.022|pwl0.452|dh0.031|dl1.422|wh1.725|wl1.422,2021-03-01 09:30:00,NQ09B SELL NY STOP,13100.25,-59.0,9.0,2021-03-01 09:30:00,BUY,442.0,2021,2021-03,Monday,09:30,NY
483,2021-03-01 18:00:00,13312.5,NQ09B|clock20210301|trade20210302|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref13314.00|r300.063|gate.06|risk118.00|s60EXPANSION|r10.046|r20.084|r600.13|rg600.202|ef601|al1|wc0.442|cp19.1|pdl1.525|pwl0.674|dh0.731|dl2.121|wh1.025|wl2.121,20210301.0,20210302.0,DAILY_REOPEN,BUY,2.0,18:00,D80,1.0,8.0,13314.0,118.0,EXPANSION,0.046,0.084,0.13,0.202,1.0,1.0,0.442,19.1,1.525,0.674,0.731,2.121,1.025,2.121,,,0.063,0.06,IMM1800_PREMIUM,2021-03-01 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,13311.25,-59.0,9.0,2021-03-01 18:00:00,13312.0,NQ09B|clock20210301|trade20210302|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref13314.00|r300.063|gate.06|risk118.00|s60EXPANSION|r10.046|r20.084|r600.13|rg600.202|ef601|al1|wc0.442|cp19.1|pdl1.525|pwl0.674|dh0.731|dl2.121|wh1.025|wl2.121,2021-03-01 18:00:00,NQ09B SELL WEEKDAY 1800 D80,13304.0,311.0,9.0,2021-03-01 18:00:00,SELL,252.0,2021,2021-03,Monday,18:00,WEEKDAY_PREMIUM
